name,debut_year,members,gender,genre,city,region,popularity,image,track_title,track_link,track_cover
ЛСП,2007,1,Мужской,Рэп/Хип-хоп,Витебск,Беларусь,4466271,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/%D0%9B%D0%A1%D0%9F_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%281%29.jpg/330px-%D0%9B%D0%A1%D0%9F_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%281%29.jpg,Монетка,https://music.yandex.ru/search?text=%D0%9B%D0%A1%D0%9F%20%D0%9C%D0%BE%D0%BD%D0%B5%D1%82%D0%BA%D0%B0,
Dabro,2013,2,Мужской,Поп,Курахово (родной город) / Казань (место формирования группы),Приволжский,4462299,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Dabro_%28Feb_2023%29.png/330px-Dabro_%28Feb_2023%29.png,Юность,https://music.yandex.ru/album/10692414/track/65851540,
Мумий Тролль,1983,4,Мужской,Рок,Владивосток,Дальневосточный,4439923,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Mumiy_Troll_2013.jpg/330px-Mumiy_Troll_2013.jpg,Утекай,https://music.yandex.ru/search?text=Мумий%20Тролль%20Утекай,
Артур Пирожков,2009,1,Мужской,Поп,Донецк,Украина,4363353,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/%D0%90%D1%80%D1%82%D1%83%D1%80_%D0%9F%D0%B8%D1%80%D0%BE%D0%B6%D0%BA%D0%BE%D0%B2_%28%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A0%D0%B5%D0%B2%D0%B2%D0%B0%29_%282%29_%28%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8_%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B0_%E2%80%94_2021._%D0%A5%D0%B8%D1%82_%D0%BD%D0%B0_%D0%B2%D1%81%D0%B5_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0%29.jpg/330px-thumbnail.jpg,Зацепила,https://music.yandex.ru/album/7045776/track/50821247,
REFLEX,1999,1,Женский,Электроника,Москва,Центральный,4304766,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/REFLEX_at_the_Golden_Gramophone_award.jpg/330px-REFLEX_at_the_Golden_Gramophone_award.jpg,Сойти с ума,https://music.yandex.ru/search?text=REFLEX%20Сойти%20с%20ума,
Иванушки International,1996,3,Мужской,Поп,Москва,Центральный,4108563,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/%D0%98%D0%B2%D0%B0%D0%BD%D1%83%D1%88%D0%BA%D0%B8_International_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D0%B8_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B%D0%A2%D0%B0%D0%B2%D1%80%D0%B8%D0%B4%D1%8B.jpg/330px-%D0%98%D0%B2%D0%B0%D0%BD%D1%83%D1%88%D0%BA%D0%B8_International_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D0%B8_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B%D0%A2%D0%B0%D0%B2%D1%80%D0%B8%D0%B4%D1%8B.jpg,Тополиный пух,https://music.yandex.ru/search?text=Иванушки%20International%20Тополиный%20пух,
Пошлая Молли,2016,4,Мужской,Панк,Змиёв,Украина,4028794,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/%D0%9F%D0%BE%D1%88%D0%BB%D0%B0%D1%8F_%D0%9C%D0%BE%D0%BB%D0%BB%D0%B8_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%283%29.jpg/330px-%D0%9F%D0%BE%D1%88%D0%BB%D0%B0%D1%8F_%D0%9C%D0%BE%D0%BB%D0%BB%D0%B8_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%283%29.jpg,Любимая песня твоей сестры,https://music.yandex.ru/search?text=%D0%9F%D0%BE%D1%88%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%BE%D0%BB%D0%BB%D0%B8%20%D0%9B%D1%8E%D0%B1%D0%B8%D0%BC%D0%B0%D1%8F%20%D0%BF%D0%B5%D1%81%D0%BD%D1%8F%20%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%20%D1%81%D0%B5%D1%81%D1%82%D1%80%D1%8B,
Филипп Киркоров,1990,1,Мужской,Эстрада,Москва,Центральный,4004122,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF_%D0%9A%D0%B8%D1%80%D0%BA%D0%BE%D1%80%D0%BE%D0%B2_%D0%BD%D0%B0_10-%D0%B9_%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D0%B8_%C2%AB%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F%C2%BB_%28cropped%29.jpg/330px-%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF_%D0%9A%D0%B8%D1%80%D0%BA%D0%BE%D1%80%D0%BE%D0%B2_%D0%BD%D0%B0_10-%D0%B9_%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D0%B8_%C2%AB%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F%C2%BB_%28cropped%29.jpg,Цвет настроения синий,https://music.yandex.ru/search?text=Филипп%20Киркоров%20Цвет%20настроения%20синий,
Ани Лорак,1996,1,Женский,Эстрада,Кицмань,Украина,3931320,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/%D0%90%D0%BD%D0%B8_%D0%9B%D0%BE%D1%80%D0%B0%D0%BA_%28%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8_%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B0_%E2%80%94_2021._%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BF%D1%81_%D1%81%D0%BE%D0%B1%D0%B8%D1%80%D0%B0%D0%B5%D1%82_%D0%B4%D1%80%D1%83%D0%B7%D0%B5%D0%B9%29.jpg/330px-%D0%90%D0%BD%D0%B8_%D0%9B%D0%BE%D1%80%D0%B0%D0%BA_%28%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8_%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B0_%E2%80%94_2021._%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BF%D1%81_%D1%81%D0%BE%D0%B1%D0%B8%D1%80%D0%B0%D0%B5%D1%82_%D0%B4%D1%80%D1%83%D0%B7%D0%B5%D0%B9%29.jpg,Зеркала (при участии Григория Лепса),https://music.yandex.ru/search?text=Ани%20Лорак%20Зеркала,
PHARAOH,2013,1,Мужской,Рэп/Хип-хоп,Москва,Центральный,3892230,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Pharaoh_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%283%29_%28cropped%29.jpg/330px-Pharaoh_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%9C%D0%B0%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%A4%D1%83%D0%BA%D0%BE_%D0%B2_%D0%A1%D0%9F%D0%B1_%2807.09.2019%29_%283%29_%28cropped%29.jpg,Black Siemens,https://music.yandex.ru/search?text=PHARAOH%20Black%20Siemens,
Танцы Минус,1997,5,Мужской,Рок,Санкт-Петербург,Северо-Западный,3726006,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rally-concert_in_support_of_Alexey_Navalny_2013-09-06_4303_Tantsy_Minus.jpg/330px-Rally-concert_in_support_of_Alexey_Navalny_2013-09-06_4303_Tantsy_Minus.jpg,Если,https://music.yandex.ru/album/10464/track/110757,
Стас Михайлов,1997,1,Мужской,Эстрада,Сочи,Южный,3723160,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Stas_Mihaylov_and_Vladimir_Putin_%28cropped%29.jpg/330px-Stas_Mihaylov_and_Vladimir_Putin_%28cropped%29.jpg,Между небом и землёй,https://music.yandex.ru/search?text=Стас%20Михайлов%20Между%20небом%20и%20землёй,
Ирина Круг,2004,1,Женский,Шансон,Челябинск,Уральский,3708096,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Irina_Krug.png/330px-Irina_Krug.png,Осеннее кафе,https://music.yandex.ru/search?text=Ирина%20Круг%20Осеннее%20кафе,
Алла Пугачёва,1975,1,Женский,Эстрада,Москва,Центральный,3651516,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/%D0%90%D0%BB%D0%BB%D0%B0_%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D0%B5%D0%B2%D0%B0_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%A1%D0%BB%D0%BE%D0%B2%D0%BE_%D0%9D%D0%BE%D0%B2%D0%BE_%28cropped%29.jpg/330px-%D0%90%D0%BB%D0%BB%D0%B0_%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D0%B5%D0%B2%D0%B0_%D0%BD%D0%B0_%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D0%B5_%D0%A1%D0%BB%D0%BE%D0%B2%D0%BE_%D0%9D%D0%BE%D0%B2%D0%BE_%28cropped%29.jpg,Миллион алых роз,https://music.yandex.ru/search?text=Алла%20Пугачёва%20Миллион%20алых%20роз,
Uma2rman,2004,5,Мужской,Рок,Нижний Новгород,Приволжский,3643602,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Gruppa_Uma2rmaH_IMG_7127-1_by_Alexey_Nikishin.jpg/330px-Gruppa_Uma2rmaH_IMG_7127-1_by_Alexey_Nikishin.jpg,Прасковья,https://music.yandex.ru/search?text=Uma2rman%20Прасковья,
Земфира,1999,1,Женский,Рок,Уфа,Приволжский,3538873,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/%D0%97%D0%B5%D0%BC%D1%84%D0%B8%D1%80%D0%B0_%D0%BD%D0%B0_%D0%B2%D1%8B%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8_1_%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%D0%B2_%D0%9E%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%BC.jpg/330px-%D0%97%D0%B5%D0%BC%D1%84%D0%B8%D1%80%D0%B0_%D0%BD%D0%B0_%D0%B2%D1%8B%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B8_1_%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%D0%B2_%D0%9E%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%BC.jpg,Хочешь,https://music.yandex.ru/search?text=Земфира%20Хочешь,
Каста,2002,4,Мужской,Рэп/Хип-хоп,Ростов-на-Дону,Южный,3500930,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1_%D0%9A%D0%B0%D1%81%D1%82%D0%B0_photo_%40katya_mozina_001.jpg/330px-1_%D0%9A%D0%B0%D1%81%D1%82%D0%B0_photo_%40katya_mozina_001.jpg,Вокруг шум,https://music.yandex.ru/track/597196,
Сергей Трофимов,1995,1,Мужской,Шансон,Москва,Центральный,3395633,https://upload.wikimedia.org/wikipedia/commons/8/8e/2012-03-05_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%A2%D1%80%D0%BE%D1%84%D0%B8%D0%BC%D0%BE%D0%B2.jpeg,Аристократия помойки,https://music.yandex.ru/search?text=Сергей%20Трофимов%20Аристократия%20помойки,
Любовь Успенская,1985,1,Женский,Шансон,Киев,Украина,3338811,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%93%D1%83%D0%BB%D1%8F%D0%BC%D0%BE%D0%B2_%D0%B8_%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_%D0%A3%D1%81%D0%BF%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%28cropped%29.jpg/330px-%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%93%D1%83%D0%BB%D1%8F%D0%BC%D0%BE%D0%B2_%D0%B8_%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_%D0%A3%D1%81%D0%BF%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%28cropped%29.jpg,Кабриолет,https://music.yandex.ru/search?text=Любовь%20Успенская%20Кабриолет,
Чиж & Co,1994,6,Смешанный,Рок,Санкт-Петербург,Северо-Западный,3221372,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Chizh_%26_Co_in_Kaliningrad_2017-03-18_14-49-25.jpg/330px-Chizh_%26_Co_in_Kaliningrad_2017-03-18_14-49-25.jpg,О любви,https://music.yandex.ru/search?text=%D0%A7%D0%B8%D0%B6%20%26%20Co%20%D0%9E%20%D0%BB%D1%8E%D0%B1%D0%B2%D0%B8,
ДДТ,1980,6,Мужской,Рок,Уфа,Приволжский,3216400,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/DDT_Caesarea_2012.JPG/330px-DDT_Caesarea_2012.JPG,Осень,https://music.yandex.ru/search?text=%D0%94%D0%94%D0%A2%20%D0%9E%D1%81%D0%B5%D0%BD%D1%8C,
CREAM SODA,2014,3,Смешанный,Электроника,Ярославль,Центральный,3179494,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Cream_Soda%2C_2022.jpg/330px-Cream_Soda%2C_2022.jpg,Никаких больше вечеринок,https://music.yandex.ru/album/7996133/track/54559574,
Ляпис Трубецкой,1989,6,Мужской,Панк,Минск,Беларусь,3168105,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Solidarni_z_Bia%C5%82orusi%C4%85_2014_Warszawa_24.jpg/330px-Solidarni_z_Bia%C5%82orusi%C4%85_2014_Warszawa_24.jpg,Воины света,https://music.yandex.ru/album/3271841/track/27334963,
Ария,1985,6,Мужской,Метал,Москва,Центральный,3150161,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Aria_%28band%29_logo.svg/330px-Aria_%28band%29_logo.svg.png,Улица роз,https://music.yandex.ru/search?text=Ария%20Улица%20роз,
Смысловые Галлюцинации,1996,5,Мужской,Рок,Екатеринбург,Уральский,3104252,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/%D0%A1%D0%BC%D1%8B%D1%81%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5_%D0%93%D0%B0%D0%BB%D0%BB%D1%8E%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D0%B8_%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF.png/330px-%D0%A1%D0%BC%D1%8B%D1%81%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5_%D0%93%D0%B0%D0%BB%D0%BB%D1%8E%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D0%B8_%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF.png,Вечно молодой,https://music.yandex.ru/search?text=%D0%A1%D0%BC%D1%8B%D1%81%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%93%D0%B0%D0%BB%D0%BB%D1%8E%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D0%B8%20%D0%92%D0%B5%D1%87%D0%BD%D0%BE%20%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D0%B9,
Ласковый май,1986,3,Мужской,Поп,Оренбург,Приволжский,3090047,,Белые розы,https://music.yandex.ru/search?text=Ласковый%20май%20Белые%20розы,
Олег Газманов,1988,1,Мужской,Эстрада,Гусев,Северо-Западный,2927285,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Urban_Morphogenesis_2019_Fest_09_%28cropped%29.jpg/330px-Urban_Morphogenesis_2019_Fest_09_%28cropped%29.jpg,Эскадрон,https://music.yandex.ru/album/1277949,
Браво,1983,5,Смешанный,Рок,Москва,Центральный,2841222,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/%D0%91%D1%80%D0%B0%D0%B2%D0%BE.jpg/330px-%D0%91%D1%80%D0%B0%D0%B2%D0%BE.jpg,Этот город,https://music.yandex.ru/search?text=Браво%20Этот%20город,
Boulevard Depo,2009,1,Мужской,Рэп/Хип-хоп,Уфа,Приволжский,2639158,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Boulevard_d.jpg/330px-Boulevard_d.jpg,5 минут назад (feat. PHARAOH),https://music.yandex.ru/search?text=Boulevard%20Depo%20PHARAOH%205%20минут%20назад,
Бутырка,2002,7,Мужской,Шансон,Воронеж,Центральный,2603588,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/%D0%91%D1%83%D1%82%D1%8B%D1%80%D0%BA%D0%B0_1.jpg/330px-%D0%91%D1%83%D1%82%D1%8B%D1%80%D0%BA%D0%B0_1.jpg,Запахло весной,https://music.yandex.ru/search?text=Бутырка%20Запахло%20весной,
T-killah,2009,1,Мужской,R&B,Москва,Центральный,2579292,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/T-Killah.jpg/330px-T-Killah.jpg,Над землей,https://music.yandex.ru/search?text=T-killah%20Над%20землей,
Михаил Боярский,1972,1,Мужской,Эстрада,Санкт-Петербург,Северо-Западный,2468150,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/The_opening_of_the_Confederations_Cup_2017_in_St._Petersburg_10_%28cropped%29.jpg/330px-The_opening_of_the_Confederations_Cup_2017_in_St._Petersburg_10_%28cropped%29.jpg,Зеленоглазое такси,https://music.yandex.ru/search?text=Михаил%20Боярский%20Зеленоглазое%20такси,
Отпетые мошенники,1997,3,Мужской,Поп,Санкт-Петербург,Северо-Западный,2432560,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5_%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8.jpg/330px-%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5_%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8.jpg,"Люби меня, люби",https://music.yandex.ru/search?text=Отпетые%20мошенники%20Люби%20меня%2C%20люби,
Порнофильмы,2010,5,Мужской,Панк,Дубна,Центральный,2420525,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/%D0%9F%D0%BE%D1%80%D0%BD%D0%BE%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D1%8B_14.10.2018.MP4_snapshot_00.10.06_%282018.12.04_13.33.23%29.jpg/330px-%D0%9F%D0%BE%D1%80%D0%BD%D0%BE%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D1%8B_14.10.2018.MP4_snapshot_00.10.06_%282018.12.04_13.33.23%29.jpg,Наши имена (совместно с Lumen),https://music.yandex.ru/search?text=Порнофильмы%20Lumen%20Наши%20имена,
Кипелов,2003,5,Мужской,Метал,Москва,Центральный,2360108,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9A%D0%B8%D0%BF%D0%B5%D0%BB%D0%BE%D0%B2_%D0%B2%D1%8B%D1%85%D0%BE%D0%B4%D0%B8%D1%82_%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BA%D0%BB%D0%BE%D0%BD.jpg/330px-%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9A%D0%B8%D0%BF%D0%B5%D0%BB%D0%BE%D0%B2_%D0%B2%D1%8B%D1%85%D0%BE%D0%B4%D0%B8%D1%82_%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BA%D0%BB%D0%BE%D0%BD.jpg,Я свободен,https://music.yandex.ru/album/63576/track/595258,
АИГЕЛ,2017,2,Смешанный,Электроника,Казань,Приволжский,2144482,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Aigel_logo.svg/330px-Aigel_logo.svg.png,Пыяла,https://music.yandex.ru/album/12747464/track/73439869,
Ольга Бузова,2011,1,Женский,Поп,Санкт-Петербург,Северо-Западный,2070225,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Olga_Buzova_%28Feb_2024%29.png/330px-Olga_Buzova_%28Feb_2024%29.png,Под звуки поцелуев,https://music.yandex.ru/search?text=Ольга%20Бузова%20Под%20звуки%20поцелуев,
DONI,2014,1,Мужской,R&B,Ташкент,Узбекистан,1990663,,Ты такой (feat. Натали),https://music.yandex.ru/search?text=DONI%20Ты%20такой%20Натали,
Ирина Аллегрова,1992,1,Женский,Эстрада,Ростов-на-Дону,Южный,1866223,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Irina_Allegrova.jpeg/330px-Irina_Allegrova.jpeg,Угонщица,https://music.yandex.ru/search?text=Ирина%20Аллегрова%20Угонщица,
