name,debut_year,members,gender,genre,city,region,popularity,image,track_title,track_link,track_cover
Иван Купала,1999,4,Смешанный,Фолк,Санкт-Петербург,Северо-Западный,388028,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ivan-Kupala_%28band%29.jpg/330px-Ivan-Kupala_%28band%29.jpg,Кострома,https://music.yandex.ru/album/1453510/track/4340960,
Эпидемия,1998,5,Мужской,Метал,Москва,Центральный,381428,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/%D0%AD%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_%D0%B2_%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6%D0%B5.jpg/330px-%D0%AD%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_%D0%B2_%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6%D0%B5.jpg,Пройди свой путь,https://music.yandex.ru/album/4772961/track/37610820,
Комсомольск,2017,4,Смешанный,Инди,Москва,Центральный,368190,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9A%D0%BE%D0%BC%D1%81%D0%BE%D0%BC%D0%BE%D0%BB%D1%8C%D1%81%D0%BA_%D0%98%D0%BD%D0%BE%D1%82%D0%B5%D0%BA%D0%B0_2019.jpg/330px-%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9A%D0%BE%D0%BC%D1%81%D0%BE%D0%BC%D0%BE%D0%BB%D1%8C%D1%81%D0%BA_%D0%98%D0%BD%D0%BE%D1%82%D0%B5%D0%BA%D0%B0_2019.jpg,Глаза (Прилипли),https://music.yandex.ru/search?text=Комсомольск%20Глаза%20Прилипли,
AMATORY,2003,5,Мужской,Метал,Санкт-Петербург,Северо-Западный,332055,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Atlas_Weekend-2017-07-02_amatory_02.jpg/330px-Atlas_Weekend-2017-07-02_amatory_02.jpg,Чёрно-белые дни,https://music.yandex.ru/search?text=Amatory%20Чёрно-белые%20дни,
Юрий Визбор,1952,1,Мужской,Авторская песня,Москва,Центральный,331764,https://upload.wikimedia.org/wikipedia/ru/thumb/3/37/%D0%92%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%2C_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%B8%D1%87.jpg/330px-%D0%92%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%2C_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%B8%D1%87.jpg,Милая моя,https://music.yandex.ru/search?text=%D0%AE%D1%80%D0%B8%D0%B9%20%D0%92%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%20%D0%9C%D0%B8%D0%BB%D0%B0%D1%8F%20%D0%BC%D0%BE%D1%8F,
FACE,2015,1,Мужской,Рэп/Хип-хоп,Уфа,Приволжский,322712,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Face_tele-club_%28cropped%29.jpg/330px-Face_tele-club_%28cropped%29.jpg,Бургер,https://music.yandex.ru/search?text=Face%20Бургер,
Калинов Мост,1990,5,Мужской,Рок,Новосибирск,Сибирский,313730,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2_%D0%BC%D0%BE%D1%81%D1%82_1987.jpg/330px-%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2_%D0%BC%D0%BE%D1%81%D1%82_1987.jpg,Родная,https://music.yandex.ru/search?text=Калинов%20Мост%20Родная,
Stigmata,2004,4,Мужской,Метал,Санкт-Петербург,Северо-Западный,285354,https://upload.wikimedia.org/wikipedia/ru/thumb/e/e6/Stigmata_%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF.png/330px-Stigmata_%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF.png,Сентябрь,https://music.yandex.ru/album/22870600/track/1704603,
План Ломоносова,2012,5,Мужской,Панк,Москва,Центральный,277495,https://upload.wikimedia.org/wikipedia/ru/thumb/9/9f/%D0%9F%D0%BB%D0%B0%D0%BD_%D0%9B%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D1%81%D0%BE%D0%B2%D0%B0.jpg/330px-%D0%9F%D0%BB%D0%B0%D0%BD_%D0%9B%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D1%81%D0%BE%D0%B2%D0%B0.jpg,#ялюбовь,https://music.yandex.ru/search?text=План%20Ломоносова%20%23ялюбовь,
НАИВ,1989,4,Мужской,Панк,Москва,Центральный,249306,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9D%D0%90%D0%98%D0%92_1.jpg/330px-%D0%93%D1%80%D1%83%D0%BF%D0%BF%D0%B0_%D0%9D%D0%90%D0%98%D0%92_1.jpg,20 лет одиночества,https://music.yandex.ru/search?text=%D0%9D%D0%90%D0%98%D0%92%2020%20%D0%BB%D0%B5%D1%82%20%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0,
Стрелки,1997,7,Женский,Поп,Москва,Центральный,213720,https://upload.wikimedia.org/wikipedia/ru/thumb/a/a7/Strelki.jpeg/330px-Strelki.jpeg,Ты бросил меня,https://music.yandex.ru/album/4795591/track/37768597,
Борис Гребенщиков,1972,1,Мужской,Рок,Санкт-Петербург,Северо-Западный,194833,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%93%D1%80%D0%B5%D0%B1%D0%B5%D0%BD%D1%89%D0%B8%D0%BA%D0%BE%D0%B2_%2812-11-2023%29_%28cropped%29.png/330px-%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%93%D1%80%D0%B5%D0%B1%D0%B5%D0%BD%D1%89%D0%B8%D0%BA%D0%BE%D0%B2_%2812-11-2023%29_%28cropped%29.png,Город золотой,https://music.yandex.ru/album/4648377/track/36843979,
Чёрный Обелиск,1987,4,Мужской,Метал,Москва,Центральный,191604,https://upload.wikimedia.org/wikipedia/ru/thumb/b/b8/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%9E%D0%B1%D0%B5%D0%BB%D0%B8%D1%81%D0%BA_%D0%9B%D0%BE%D0%B3%D0%BE.png/330px-%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%9E%D0%B1%D0%B5%D0%BB%D0%B8%D1%81%D0%BA_%D0%9B%D0%BE%D0%B3%D0%BE.png,Стена,https://music.yandex.ru/search?text=%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9%20%D0%9E%D0%B1%D0%B5%D0%BB%D0%B8%D1%81%D0%BA%20%D0%A1%D1%82%D0%B5%D0%BD%D0%B0,
Кирпичи,1996,3,Мужской,Панк,Санкт-Петербург,Северо-Западный,184096,https://upload.wikimedia.org/wikipedia/ru/thumb/9/96/%D0%9A%D0%B8%D1%80%D0%BF%D0%B8%D1%87%D0%B8_01.jpg/330px-%D0%9A%D0%B8%D1%80%D0%BF%D0%B8%D1%87%D0%B8_01.jpg,Ира,https://music.yandex.ru/search?text=Кирпичи%20Ира,
Булат Окуджава,1968,1,Мужской,Авторская песня,Москва,Центральный,176796,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/%D0%91%D1%83%D0%BB%D0%B0%D1%82_%D0%9E%D0%BA%D1%83%D0%B4%D0%B6%D0%B0%D0%B2%D0%B0.jpg/330px-%D0%91%D1%83%D0%BB%D0%B0%D1%82_%D0%9E%D0%BA%D1%83%D0%B4%D0%B6%D0%B0%D0%B2%D0%B0.jpg,"Ваше благородие, госпожа удача",https://music.yandex.ru/search?text=Булат%20Окуджава%20Ваше%20благородие%20госпожа%20удача,
Игорь Бутман,1993,1,Мужской,Джаз,Санкт-Петербург,Северо-Западный,167691,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Igor_Butman%2C_June_2025_%28cropped%29.jpg/330px-Igor_Butman%2C_June_2025_%28cropped%29.jpg,Nostalgie,https://music.yandex.ru/search?text=Игорь%20Бутман%20Nostalgie,
Пасош,2014,3,Мужской,Инди,Москва,Центральный,140380,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Pasosh.jpg/330px-Pasosh.jpg,Россия,https://music.yandex.ru/album/3507703/track/29194085,
Янка Дягилева,1987,1,Женский,Панк,Новосибирск,Сибирский,129827,https://upload.wikimedia.org/wikipedia/ru/thumb/6/6c/%D0%AF%D0%BD%D0%BA%D0%B0_%D0%94%D1%8F%D0%B3%D0%B8%D0%BB%D0%B5%D0%B2%D0%B0.jpg/330px-%D0%AF%D0%BD%D0%BA%D0%B0_%D0%94%D1%8F%D0%B3%D0%B8%D0%BB%D0%B5%D0%B2%D0%B0.jpg,Гори-гори ясно!,https://music.yandex.ru/album/759493/track/7163704,
Обе Две,2011,4,Смешанный,Рэп/Хип-хоп,Екатеринбург,Уральский,127483,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Photo_obe_dve-14.jpg/330px-Photo_obe_dve-14.jpg,Милый,https://music.yandex.ru/search?text=Обе%20Две%20Милый,
Отава Ё,2006,8,Смешанный,Фолк,Санкт-Петербург,Северо-Западный,126936,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Otava_yo_logotip_2024.png/330px-Otava_yo_logotip_2024.png,Сумецкая,https://music.yandex.ru/search?text=Отава%20Ё%20Сумецкая,
Distemper,1991,7,Мужской,Панк,Москва,Центральный,126096,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Distemper_%E2%80%93_Wilwarin_Festival_2014_04.jpg/330px-Distemper_%E2%80%93_Wilwarin_Festival_2014_04.jpg,Ты настоящий лишь внутри,https://music.yandex.ru/search?text=Distemper%20Ты%20настоящий%20лишь%20внутри,
Slaughter to Prevail,2015,5,Мужской,Метал,Екатеринбург,Уральский,119655,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/HF2024SlaughterToPrevail_3.jpg/330px-HF2024SlaughterToPrevail_3.jpg,Bratva,https://music.yandex.ru/search?text=Slaughter%20to%20Prevail%20Bratva,
Nina Kraviz,2009,1,Женский,Электроника,Иркутск,Сибирский,116860,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Nina_Kraviz%2C_2012.jpg/330px-Nina_Kraviz%2C_2012.jpg,Ghetto Kraviz,https://music.yandex.ru/search?text=Nina%20Kraviz%20Ghetto%20Kraviz,
Алексей Козлов,1979,5,Мужской,Джаз,Москва,Центральный,109922,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Kozlov_ShodydoNeba13.jpg/330px-Kozlov_ShodydoNeba13.jpg,Ностальгия,https://music.yandex.ru/search?text=Алексей%20Козлов%20Ностальгия,
Tesla Boy,2009,5,Мужской,Электроника,Москва,Центральный,106122,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Tesla_Boy.jpg/330px-Tesla_Boy.jpg,Fantasy,https://music.yandex.ru/album/1132000/track/10451970,
Shortparis,2012,5,Мужской,Инди,Санкт-Петербург (истоки — Новокузнецк),Северо-Западный,102739,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/16.11.2019_Shortparis.jpg/330px-16.11.2019_Shortparis.jpg,Страшно,https://music.yandex.ru/album/6274884/track/46515392,
Юрий Кукин,1965,1,Мужской,Авторская песня,Сясьстрой (Ленинградская область),Северо-Западный,95152,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Yuri_Kukin.jpg/330px-Yuri_Kukin.jpg,За туманом,https://music.yandex.ru/search?text=Юрий%20Кукин%20За%20туманом,
Психея,1998,6,Мужской,Метал,Курган,Уральский,94467,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/%D0%9F%D1%81%D0%B8%D1%85%D0%B5%D1%8F.jpg/330px-%D0%9F%D1%81%D0%B8%D1%85%D0%B5%D1%8F.jpg,Навсегда,https://music.yandex.ru/album/1932440/track/17499971,
OQJAV,2014,3,Мужской,Инди,Москва,Центральный,93966,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/OQJAV_2016.jpg/330px-OQJAV_2016.jpg,Перед сексом,https://music.yandex.ru/album/1814060/track/33226125,
OLIGARKH,2013,3,Мужской,Электроника,Санкт-Петербург,Северо-Западный,90783,,Речка,https://music.yandex.ru/album/4206356/track/34235193,
Origami,2004,6,Мужской,Панк,Санкт-Петербург,Северо-Западный,83074,,Без лишних слов,https://music.yandex.ru/search?text=Origami%20Без%20лишних%20слов,
Alkonost,1997,5,Смешанный,Метал,Набережные Челны,Приволжский,79859,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Alkonost_2023.jpg/330px-Alkonost_2023.jpg,"Ветер, Вей!",https://music.yandex.ru/search?text=Alkonost%20%D0%92%D0%B5%D1%82%D0%B5%D1%80%2C%20%D0%92%D0%B5%D0%B9!,
Ногу свело!,1989,7,Смешанный,Рок,Москва,Центральный,77833,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/%D0%9C%D0%B0%D0%BA%D1%81_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2_%D0%BA%D0%BB%D1%83%D0%B1%D0%B5_%D0%912%2C_29_%D0%B8%D1%8E%D0%BB%D1%8F_2011.jpg/330px-%D0%9C%D0%B0%D0%BA%D1%81_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2_%D0%BA%D0%BB%D1%83%D0%B1%D0%B5_%D0%912%2C_29_%D0%B8%D1%8E%D0%BB%D1%8F_2011.jpg,Хару Мамбуру,https://music.yandex.ru/search?text=Ногу%20свело%20Хару%20Мамбуру,
5'nizza,2000,2,Мужской,Рэп/Хип-хоп,Харьков,Украина,71311,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/5%27nizza_2021_-_%D0%A4%D0%BE%D1%82%D0%BE_%D0%B4%D0%BB%D1%8F_%D0%B0%D1%84%D0%B8%D1%88%D0%B8.jpg/330px-5%27nizza_2021_-_%D0%A4%D0%BE%D1%82%D0%BE_%D0%B4%D0%BB%D1%8F_%D0%B0%D1%84%D0%B8%D1%88%D0%B8.jpg,Солдат,https://music.yandex.ru/search?text=5'nizza%20Солдат,
Тролль Гнёт Ель,2003,5,Смешанный,Фолк,Санкт-Петербург,Северо-Западный,68532,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/%D0%A2%D1%80%D0%BE%D0%BB%D0%BB%D1%8C_%D0%B3%D0%BD%D1%91%D1%82_%D0%B5%D0%BB%D1%8C.jpg/330px-%D0%A2%D1%80%D0%BE%D0%BB%D0%BB%D1%8C_%D0%B3%D0%BD%D1%91%D1%82_%D0%B5%D0%BB%D1%8C.jpg,Сердце тролля,https://music.yandex.ru/search?text=Тролль%20Гнёт%20Ель%20Сердце%20тролля,
Пурген,1992,4,Мужской,Панк,Москва,Центральный,63996,,Алазавр,https://music.yandex.ru/search?text=Пурген%20Алазавр,
Мастер,1987,4,Мужской,Метал,Москва,Центральный,55209,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%D0%92%D1%8B%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D1%8B_%22%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%22_%D0%BD%D0%B0_DMC_Fest._2011_%D0%B3%D0%BE%D0%B4.jpg/330px-%D0%92%D1%8B%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D1%8B_%22%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%22_%D0%BD%D0%B0_DMC_Fest._2011_%D0%B3%D0%BE%D0%B4.jpg,Щит и меч,https://music.yandex.ru/search?text=%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A9%D0%B8%D1%82%20%D0%B8%20%D0%BC%D0%B5%D1%87,
Kedr Livanskiy,2014,1,Женский,Инди,Москва,Центральный,53874,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Kedr_Livanskiy_%40_Union%2C_St_Petersburg%2C_Russia%2C_07.07.2017_%2835505776200%29.jpg/330px-Kedr_Livanskiy_%40_Union%2C_St_Petersburg%2C_Russia%2C_07.07.2017_%2835505776200%29.jpg,Otvechai za slova (Keep Your Word),https://music.yandex.ru/search?text=Kedr%20Livanskiy%20Otvechai%20za%20slova,
Александр Городницкий,1977,1,Мужской,Авторская песня,Санкт-Петербург,Северо-Западный,48598,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Alexander_Gorodnicky.jpg/330px-Alexander_Gorodnicky.jpg,Атланты,https://music.yandex.ru/search?text=Александр%20Городницкий%20Атланты,
ARTY,2009,1,Мужской,Электроника,Энгельс,Приволжский,45991,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Arty_%28musician%29.jpg/330px-Arty_%28musician%29.jpg,Together We Are (feat. Chris James),https://music.yandex.ru/search?text=ARTY%20Together%20We%20Are,
Human Tetris,2009,3,Смешанный,Инди,Москва,Центральный,35883,,Things I Don't Need,https://music.yandex.ru/search?text=Human%20Tetris%20Things%20I%20Don't%20Need,
Billy's Band,2001,3,Мужской,Джаз,Санкт-Петербург,Северо-Западный,33975,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Billy%27s_Band_-_all1.jpg/330px-Billy%27s_Band_-_all1.jpg,Оторвёмся по-питерски,https://music.yandex.ru/search?text=Billy%27s%20Band%20Оторвёмся%20по-питерски,
Александр Галич,1968,1,Мужской,Авторская песня,Днепропетровск (Екатеринослав),Украина,15470,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Galich_concert.jpg/330px-Galich_concert.jpg,Облака,https://music.yandex.ru/search?text=Александр%20Галич%20Облака,
Вероника Долина,1986,1,Женский,Авторская песня,Москва,Центральный,15303,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/%D0%92%D0%B5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%94%D0%BE%D0%BB%D0%B8%D0%BD%D0%B0.JPG/330px-%D0%92%D0%B5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%94%D0%BE%D0%BB%D0%B8%D0%BD%D0%B0.JPG,Мой дом летает,https://music.yandex.ru/search?text=Вероника%20Долина%20Мой%20дом%20летает,
Центр,1980,3,Мужской,Рок,Москва,Центральный,14764,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Vasily_Shumov_live_2006-11-17_Moscow.jpg/330px-Vasily_Shumov_live_2006-11-17_Moscow.jpg,Мой район,https://music.yandex.ru/search?text=Центр%20Мой%20район,
Grima,2015,4,Мужской,Метал,Красноярск,Сибирский,11648,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Grima_Dark_Troll_2025_01.jpg/330px-Grima_Dark_Troll_2025_01.jpg,Skull Gatherers,https://music.yandex.ru/search?text=Grima%20Skull%20Gatherers,
Jinjer,2012,4,Смешанный,Метал,Горловка (Донецкая область),Украина,11258,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Jinjer_-_Wacken_Open_Air_2023_12.jpg/330px-Jinjer_-_Wacken_Open_Air_2023_12.jpg,Pisces,https://music.yandex.ru/search?text=Jinjer%20Pisces,
Butterfly Temple,1998,6,Смешанный,Фолк,Москва,Центральный,6316,https://upload.wikimedia.org/wikipedia/ru/7/7d/Butterfly_Temple_logo.jpg,Веды весны,https://music.yandex.ru/search?text=Butterfly%20Temple%20Веды%20весны,
Московский джазовый оркестр,2003,19,Мужской,Джаз,Москва,Центральный,5454,,Eternal Triangle,https://music.yandex.ru/search?text=Московский%20джазовый%20оркестр%20Eternal%20Triangle,
Объект Насмешек,1986,4,Мужской,Панк,Санкт-Петербург,Северо-Западный,1764,https://upload.wikimedia.org/wikipedia/ru/thumb/1/18/%D0%9E%D0%B1%D1%8A%D0%B5%D0%BA%D1%82_%D0%9D%D0%B0%D1%81%D0%BC%D0%B5%D1%88%D0%B5%D0%BA.jpg/330px-%D0%9E%D0%B1%D1%8A%D0%B5%D0%BA%D1%82_%D0%9D%D0%B0%D1%81%D0%BC%D0%B5%D1%88%D0%B5%D0%BA.jpg,Жизнь настоящих ковбоев,https://music.yandex.ru/search?text=%D0%9E%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%20%D0%9D%D0%B0%D1%81%D0%BC%D0%B5%D1%88%D0%B5%D0%BA%20%D0%96%D0%B8%D0%B7%D0%BD%D1%8C%20%D0%BD%D0%B0%D1%81%D1%82%D0%BE%D1%8F%D1%89%D0%B8%D1%85%20%D0%BA%D0%BE%D0%B2%D0%B1%D0%BE%D0%B5%D0%B2,
Padla Bear Outfit,2009,4,Смешанный,Инди,Санкт-Петербург,Северо-Западный,1343,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/SonicDeath_Yerevan.jpg/330px-SonicDeath_Yerevan.jpg,Крол,https://music.yandex.ru/search?text=Padla%20Bear%20Outfit%20Крол,
Фантине,2011,1,Женский,Джаз,Москва,Центральный,757,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Fantine_performing_in_Sydney.jpg/330px-Fantine_performing_in_Sydney.jpg,Rubberroom,https://music.yandex.ru/search?text=%D0%A4%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%B5%20Rubberroom,
Даниил Крамер,1982,1,Мужской,Джаз,Харьков,Украина,160,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Daniel_Kramer.jpg/330px-Daniel_Kramer.jpg,Whisper Not,https://music.yandex.ru/search?text=Даниил%20Крамер%20Whisper%20Not,
sea5kg,2020,1,Мужской,Инди,Томск,Сибирский,20,,Mi Zoomka,https://music.yandex.ru/search?text=sea5kg%20Mi%20Zoomka,
Переплут,2011,8,Смешанный,Фолк,Томск,Сибирский,16,,Русалья,https://music.yandex.ru/search?text=Переплут%20Русалья,
